Borough,lat,lng,name,categori,venue_lat,vanue_lng,distance
Waltham Forest,51.6306132117024,-0.01627491417770498,The Spice Bar,Indian Restaurant,51.617412,-0.018412,1476
Waltham Forest,51.6306132117024,-0.01627491417770498,Planet Popadum,Indian Restaurant,51.632921,0.007894,1689
Waltham Forest,51.6306132117024,-0.01627491417770498,Spice Station,Indian Restaurant,51.63345752827782,0.009712954735416413,1823
Waltham Forest,51.6306132117024,-0.01627491417770498,The Voujon,Indian Restaurant,51.633949,0.010569,1891
Wandsworth,51.45682000000005,-0.1945199999999545,Pure Indian Cooking,Indian Restaurant,51.469481035769526,-0.20994808205495422,1769
Wandsworth,51.45682000000005,-0.1945199999999545,Triphal Indian Cuisine,Indian Restaurant,51.44587056527205,-0.19961468818188166,1269
Wandsworth,51.45682000000005,-0.1945199999999545,Nazmins Balti House,Indian Restaurant,51.44081695598728,-0.1869448040013581,1857
Wandsworth,51.45682000000005,-0.1945199999999545,The Chutney,Indian Restaurant,51.45843863759432,-0.1852272107303969,669
Wandsworth,51.45682000000005,-0.1945199999999545,Akash Tandoori,Indian Restaurant,51.458426,-0.166015,1985
Wandsworth,51.45682000000005,-0.1945199999999545,Ma Goa,Indian Restaurant,51.46143844149951,-0.21931993290996213,1795
Wandsworth,51.45682000000005,-0.1945199999999545,Curry Leaf,Indian Restaurant,51.46070683998616,-0.17578919042007063,1369
Wandsworth,51.45682000000005,-0.1945199999999545,Kathmandu Valley,Indian Restaurant,51.456974480276855,-0.1980965189724811,248
Wandsworth,51.45682000000005,-0.1945199999999545,Masala Kitchen,Indian Restaurant,51.45728601251447,-0.18732833179897385,501
Wandsworth,51.45682000000005,-0.1945199999999545,Mumbai Tadka,Indian Restaurant,51.4577725,-0.18514490000006845,658
Wandsworth,51.45682000000005,-0.1945199999999545,Indian Moment,Indian Restaurant,51.45949720883427,-0.1664191235903738,1971
Wandsworth,51.45682000000005,-0.1945199999999545,Holy Cow,Indian Restaurant,51.46137966672937,-0.21917773915697847,1783
Wandsworth,51.45682000000005,-0.1945199999999545,Nayaab,Indian Restaurant,51.47198761944442,-0.20369768142700195,1804
Wandsworth,51.45682000000005,-0.1945199999999545,Powder Keg Diplomacy,Cocktail Bar,51.46040330606372,-0.17644342405391353,1315
Wandsworth,51.45682000000005,-0.1945199999999545,Banyan on Thames,Asian Restaurant,51.470482353935225,-0.17858267118092447,1880
Wandsworth,51.45682000000005,-0.1945199999999545,Isola del Sole,Italian Restaurant,51.464522,-0.217403,1803
Wandsworth,51.45682000000005,-0.1945199999999545,Chit Chaat Chai,Chaat Place,51.4599898756125,-0.18902459301147512,519
Wandsworth,51.45682000000005,-0.1945199999999545,Chit Chaat Chai,Chaat Place,51.4599898756125,-0.18902459301147512,519
Wandsworth,51.45682000000005,-0.1945199999999545,Pure Indian Cooking,Indian Restaurant,51.469481035769526,-0.20994808205495422,1769
Wandsworth,51.45682000000005,-0.1945199999999545,Banyan on Thames,Asian Restaurant,51.470482353935225,-0.17858267118092447,1880
Wandsworth,51.45682000000005,-0.1945199999999545,Lahore Central,North Indian Restaurant,51.461464,-0.21933563,1797
Wandsworth,51.45682000000005,-0.1945199999999545,Pure Indian Cooking,Indian Restaurant,51.469481035769526,-0.20994808205495422,1769
Wandsworth,51.45682000000005,-0.1945199999999545,Nazmins Balti House,Indian Restaurant,51.44081695598728,-0.1869448040013581,1857
Westminster,51.50010000000003,-0.128029999999967,The Cinnamon Club,Indian Restaurant,51.49749105618828,-0.12959288300972766,309
Westminster,51.50010000000003,-0.128029999999967,Chutney Mary,Indian Restaurant,51.50566173100024,-0.1386507201732926,961
Westminster,51.50010000000003,-0.128029999999967,Quilon,Indian Restaurant,51.49877248841534,-0.13752218091498283,674
Westminster,51.50010000000003,-0.128029999999967,Dishoom,Indian Restaurant,51.512383261762814,-0.12694895267486572,1369
Westminster,51.50010000000003,-0.128029999999967,Gymkhana,Indian Restaurant,51.508545278294704,-0.14142367023218483,1321
Westminster,51.50010000000003,-0.128029999999967,Veeraswamy,Indian Restaurant,51.51015700372755,-0.13773052028688532,1305
Westminster,51.50010000000003,-0.128029999999967,Kricket,Indian Restaurant,51.51072707918593,-0.13524373513060808,1284
Westminster,51.50010000000003,-0.128029999999967,Dishoom,Indian Restaurant,51.51307933813641,-0.13968944549560547,1655
Westminster,51.50010000000003,-0.128029999999967,Benares,Indian Restaurant,51.509667239923154,-0.14523434700718685,1598
Westminster,51.50010000000003,-0.128029999999967,Masala Zone,Indian Restaurant,51.51325264866744,-0.1229220815626003,1506
Westminster,51.50010000000003,-0.128029999999967,Jamavar,Indian Restaurant,51.510262929372345,-0.14827321030786877,1802
Westminster,51.50010000000003,-0.128029999999967,Punjab,Indian Restaurant,51.515065633626726,-0.12680893288408193,1668
Westminster,51.50010000000003,-0.128029999999967,Tamarind,Indian Restaurant,51.507029644728355,-0.14705395708634533,1527
Westminster,51.50010000000003,-0.128029999999967,The Kati Roll Company,Indian Restaurant,51.51513905984989,-0.13738198980131475,1795
Westminster,51.50010000000003,-0.128029999999967,Quirinale,Indian Restaurant,51.49700532251606,-0.12665337908765376,357
Westminster,51.50010000000003,-0.128029999999967,Tamarind Kitchen,Indian Restaurant,51.51471357985022,-0.13502662675970445,1697
Westminster,51.50010000000003,-0.128029999999967,Masala Zone Soho,Indian Restaurant,51.513324775297804,-0.13794917946471683,1624
Westminster,51.50010000000003,-0.128029999999967,Bombay Bustle,Indian Restaurant,51.512953452986906,-0.14219025372062952,1734
Westminster,51.50010000000003,-0.128029999999967,Cinnamon Bazaar,Indian Restaurant,51.51066261736212,-0.12373386930039994,1212
Westminster,51.50010000000003,-0.128029999999967,Woodlands Restaurant,Indian Restaurant,51.50960054761273,-0.13178168153152411,1089
Westminster,51.50010000000003,-0.128029999999967,Farzi Cafe,Indian Restaurant,51.508403,-0.132205,968
Westminster,51.50010000000003,-0.128029999999967,Horn OK Please,Indian Restaurant,51.50535760320381,-0.1163308389368467,999
Westminster,51.50010000000003,-0.128029999999967,India Club,Indian Restaurant,51.51162216145529,-0.11854926509938406,1441
Westminster,51.50010000000003,-0.128029999999967,Spicy Food Plus,Indian Restaurant,51.492308,-0.140099,1204
Westminster,51.50010000000003,-0.128029999999967,Chilli Сhutney,Indian Restaurant,51.50308135342487,-0.1158647568350921,905
Westminster,51.50010000000003,-0.128029999999967,Kanishka,Indian Restaurant,51.513094,-0.141759,1731
Westminster,51.50010000000003,-0.128029999999967,Taj  51 Buckingham Gate Suites & Residences,Hotel,51.49859750553769,-0.1374039555861322,670
Westminster,51.50010000000003,-0.128029999999967,DUM Biriyani House,Indian Restaurant,51.51536243650101,-0.13548183988306498,1775
Westminster,51.50010000000003,-0.128029999999967,Maharaja of India,Indian Restaurant,51.5102506284175,-0.12833512570820163,1130
Westminster,51.50010000000003,-0.128029999999967,Indian Diner,Indian Restaurant,51.494615434061494,-0.13651753920323462,847
Westminster,51.50010000000003,-0.128029999999967,Kennington Tandoori,Indian Restaurant,51.48807180773402,-0.1113593000390383,1768
Westminster,51.50010000000003,-0.128029999999967,Malabar Junction,Indian Restaurant,51.51756225277521,-0.12919495209264895,1945
Westminster,51.50010000000003,-0.128029999999967,Pimlico Tandoori,Indian Restaurant,51.48902534369247,-0.136753957634345,1373
Westminster,51.50010000000003,-0.128029999999967,Gandhi's,Indian Restaurant,51.48726680342983,-0.11138244461897584,1836
Westminster,51.50010000000003,-0.128029999999967,COYA London,Latin American Restaurant,51.50430866903813,-0.14774130664594515,1443
Westminster,51.50010000000003,-0.128029999999967,Talli Joe,Indian Restaurant,51.51385167361609,-0.12819770204577977,1530
Westminster,51.50010000000003,-0.128029999999967,Raj Tandoori,Indian Restaurant,51.51480384921771,-0.13589714198002176,1725
Westminster,51.50010000000003,-0.128029999999967,Royals Indian Cuisine,Indian Restaurant,51.51391986616573,-0.123601652420733,1568
Westminster,51.50010000000003,-0.128029999999967,The Delhi Brasserie,Indian Restaurant,51.51331558986075,-0.13127962119990086,1488
Westminster,51.50010000000003,-0.128029999999967,Gopal's of Soho,Indian Restaurant,51.513811977213294,-0.13237313212983495,1555
Westminster,51.50010000000003,-0.128029999999967,New Jomuna,Indian Restaurant,51.492784946093046,-0.1405781007728177,1191
Westminster,51.50010000000003,-0.128029999999967,Paradise Indian Restaurant,Indian Restaurant,51.492035723735206,-0.13989643624998427,1217
Westminster,51.50010000000003,-0.128029999999967,Millbank Spice,Indian Restaurant,51.49011554979759,-0.1324812218326789,1153
Westminster,51.50010000000003,-0.128029999999967,Chillies Tandoori,Indian Restaurant,51.4986235009969,-0.10503716244488935,1601
Westminster,51.50010000000003,-0.128029999999967,Cafe Ishaq,Indian Restaurant,51.49720347080815,-0.11179503184681971,1170
Westminster,51.50010000000003,-0.128029999999967,The Coriander,Indian Restaurant,51.48639771172518,-0.11967910337237399,1631
Westminster,51.50010000000003,-0.128029999999967,The Thames Restaurant,Indian Restaurant,51.50394774265021,-0.11190870127239948,1196
Westminster,51.50010000000003,-0.128029999999967,Indian Brasserie,Indian Restaurant,51.51087923308819,-0.13267278671264648,1242
Westminster,51.50010000000003,-0.128029999999967,Tandoor Chop House,North Indian Restaurant,51.50919205694273,-0.12563829447742592,1025
Westminster,51.50010000000003,-0.128029999999967,Hankies,Indian Restaurant,51.51214792114642,-0.13183527593035993,1366
Westminster,51.50010000000003,-0.128029999999967,Tandoori Nights,Indian Restaurant,51.5151400110005,-0.121660094999584,1731
Westminster,51.50010000000003,-0.128029999999967,The Curry Room,Indian Restaurant,51.4982903,-0.1435427,1093
Westminster,51.50010000000003,-0.128029999999967,Spicy World,Indian Restaurant,51.493842619227266,-0.1405489967483269,1112
Westminster,51.50010000000003,-0.128029999999967,Bhatti,Indian Restaurant,51.514970045576646,-0.12168860688874682,1712
Westminster,51.50010000000003,-0.128029999999967,Spice of India,Indian Restaurant,51.50287631640205,-0.1079175533398144,1427
Westminster,51.50010000000003,-0.128029999999967,Maharaja Tandoori,Indian Restaurant,51.5107991058611,-0.1353013515472412,1293
Westminster,51.50010000000003,-0.128029999999967,Shaheen Tandori,Indian Restaurant,51.5000815026761,-0.10749336218840776,1423
Westminster,51.50010000000003,-0.128029999999967,New Taj Mahal,Indian Restaurant,51.506188,-0.146194,1429
Westminster,51.50010000000003,-0.128029999999967,Shapur Indian Restaurant,Indian Restaurant,51.51150689149121,-0.11841416358947753,1433
Westminster,51.50010000000003,-0.128029999999967,Pimlico Spice,Indian Restaurant,51.48735584225961,-0.14316558837890625,1764
Westminster,51.50010000000003,-0.128029999999967,The Grand Indian,Indian Restaurant,51.51109845704908,-0.1263445519911985,1229
Westminster,51.50010000000003,-0.128029999999967,Zabardast,Indian Restaurant,51.506492,-0.103502,1842
Westminster,51.50010000000003,-0.128029999999967,Strand Tandoori,Indian Restaurant,51.51016534416163,-0.12388041718666738,1156
Westminster,51.50010000000003,-0.128029999999967,Zest,Indian Restaurant,51.513842,-0.110063,1972
Westminster,51.50010000000003,-0.128029999999967,Chilli Shaker,Indian Restaurant,51.510757757239126,-0.1343675388666822,1265
Westminster,51.50010000000003,-0.128029999999967,Italian Kitchen,Indian Restaurant,51.51713783370833,-0.1254220863226059,1905
Westminster,51.50010000000003,-0.128029999999967,The Golden Oven,Indian Restaurant,51.51416,-0.13126,1581
Westminster,51.50010000000003,-0.128029999999967,The Southbank Tandoori Ltd,Indian Restaurant,51.50323402251272,-0.10674954828245664,1515
Westminster,51.50010000000003,-0.128029999999967,Cafe Chutney,Café,51.51191797354961,-0.12246874964558901,1370
Westminster,51.50010000000003,-0.128029999999967,Dirty Martini,Cocktail Bar,51.51223166678957,-0.12202420743502979,1413
Westminster,51.50010000000003,-0.128029999999967,Little Kolkata,North Indian Restaurant,51.514363,-0.124064,1611
Westminster,51.50010000000003,-0.128029999999967,Saravanaa Bhavan,South Indian Restaurant,51.510256242420176,-0.12842933215746546,1130
Westminster,51.50010000000003,-0.128029999999967,Fatt Pundit,Indian Chinese Restaurant,51.51448,-0.135812,1689
Westminster,51.50010000000003,-0.128029999999967,DUM Biriyani House,Indian Restaurant,51.51536243650101,-0.13548183988306498,1775
Westminster,51.50010000000003,-0.128029999999967,Chutney Mary,Indian Restaurant,51.50566173100024,-0.1386507201732926,961
Westminster,51.50010000000003,-0.128029999999967,Kricket,Indian Restaurant,51.51072707918593,-0.13524373513060808,1284
Westminster,51.50010000000003,-0.128029999999967,Cinnamon Bazaar,Indian Restaurant,51.51066261736212,-0.12373386930039994,1212
Westminster,51.50010000000003,-0.128029999999967,Tamarind,Indian Restaurant,51.507029644728355,-0.14705395708634533,1527
Westminster,51.50010000000003,-0.128029999999967,Tamarind Kitchen,Indian Restaurant,51.51471357985022,-0.13502662675970445,1697
Westminster,51.50010000000003,-0.128029999999967,Kanishka,Indian Restaurant,51.513094,-0.141759,1731
Westminster,51.50010000000003,-0.128029999999967,Masala Zone Soho,Indian Restaurant,51.513324775297804,-0.13794917946471683,1624
Westminster,51.50010000000003,-0.128029999999967,Talli Joe,Indian Restaurant,51.51385167361609,-0.12819770204577977,1530
Westminster,51.50010000000003,-0.128029999999967,Duck and Rice,Chinese Restaurant,51.51343504029552,-0.1349022104208896,1558
Westminster,51.50010000000003,-0.128029999999967,Wok to Walk,Noodle House,51.51160950457307,-0.12775868911232122,1281
Westminster,51.50010000000003,-0.128029999999967,Masala Zone Soho,Indian Restaurant,51.513324775297804,-0.13794917946471683,1624
Westminster,51.50010000000003,-0.128029999999967,Fatt Pundit,Indian Chinese Restaurant,51.51448,-0.135812,1689
Westminster,51.50010000000003,-0.128029999999967,Masala Zone,Indian Restaurant,51.51325264866744,-0.1229220815626003,1506
Westminster,51.50010000000003,-0.128029999999967,Punjab,Indian Restaurant,51.515065633626726,-0.12680893288408193,1668
Westminster,51.50010000000003,-0.128029999999967,Tandoor Chop House,North Indian Restaurant,51.50919205694273,-0.12563829447742592,1025
Westminster,51.50010000000003,-0.128029999999967,Dishoom,Indian Restaurant,51.512383261762814,-0.12694895267486572,1369
Westminster,51.50010000000003,-0.128029999999967,Punjab,Indian Restaurant,51.515065633626726,-0.12680893288408193,1668
Westminster,51.50010000000003,-0.128029999999967,Little Kolkata,North Indian Restaurant,51.514363,-0.124064,1611
Westminster,51.50010000000003,-0.128029999999967,Talli Joe,Indian Restaurant,51.51385167361609,-0.12819770204577977,1530
Westminster,51.50010000000003,-0.128029999999967,Quilon,Indian Restaurant,51.49877248841534,-0.13752218091498283,674
Westminster,51.50010000000003,-0.128029999999967,Dishoom,Indian Restaurant,51.512383261762814,-0.12694895267486572,1369
Westminster,51.50010000000003,-0.128029999999967,Woodlands Restaurant,Indian Restaurant,51.50960054761273,-0.13178168153152411,1089
Westminster,51.50010000000003,-0.128029999999967,Malabar Junction,Indian Restaurant,51.51756225277521,-0.12919495209264895,1945
Westminster,51.50010000000003,-0.128029999999967,Saravanaa Bhavan,South Indian Restaurant,51.510256242420176,-0.12842933215746546,1130
City of London,51.52050000000003,-0.09742999999997437,Dishoom,Indian Restaurant,51.524514821853664,-0.0768497140891246,1493
City of London,51.52050000000003,-0.09742999999997437,Brigadiers,Indian Restaurant,51.51272137300544,-0.09192158012225396,946
City of London,51.52050000000003,-0.09742999999997437,Gunpowder,Indian Restaurant,51.518436325253475,-0.0747323376373174,1588
City of London,51.52050000000003,-0.09742999999997437,Indian City,Indian Restaurant,51.513946,-0.104534,880
City of London,51.52050000000003,-0.09742999999997437,Delhi Grill,Indian Restaurant,51.53347641442077,-0.10925027894733465,1660
City of London,51.52050000000003,-0.09742999999997437,Mint Leaf Lounge,Indian Restaurant,51.51493452381513,-0.08746138288923423,927
City of London,51.52050000000003,-0.09742999999997437,Masala Zone,Indian Restaurant,51.51325264866744,-0.1229220815626003,1941
City of London,51.52050000000003,-0.09742999999997437,Indian Veg,Indian Restaurant,51.53338723228375,-0.11051611836539305,1696
City of London,51.52050000000003,-0.09742999999997437,Meraz Cafe,Indian Restaurant,51.520256,-0.071085,1825
City of London,51.52050000000003,-0.09742999999997437,Tifinbox,Indian Restaurant,51.51634524607388,-0.07719514759508633,1475
City of London,51.52050000000003,-0.09742999999997437,Zabardast,Indian Restaurant,51.52188,-0.11253677,1057
City of London,51.52050000000003,-0.09742999999997437,The Cinnamon Tree,Indian Restaurant,51.525363,-0.109871,1017
City of London,51.52050000000003,-0.09742999999997437,Salaam Namaste,Indian Restaurant,51.52356055282114,-0.11808565819184569,1470
City of London,51.52050000000003,-0.09742999999997437,Mango Indian,Indian Restaurant,51.50498618680578,-0.09277812914673945,1756
City of London,51.52050000000003,-0.09742999999997437,Anokha,Indian Restaurant,51.51375482882119,-0.07923020156645716,1467
City of London,51.52050000000003,-0.09742999999997437,Est. India,Indian Restaurant,51.503998783001855,-0.09521441727331392,1843
City of London,51.52050000000003,-0.09742999999997437,Rōla Wala,Indian Restaurant,51.519007,-0.077285,1405
City of London,51.52050000000003,-0.09742999999997437,Tikkarito,Indian Restaurant,51.52134497908307,-0.10992200849089043,870
City of London,51.52050000000003,-0.09742999999997437,Bangalore Express,Indian Restaurant,51.512927749185565,-0.08475166840893586,1217
City of London,51.52050000000003,-0.09742999999997437,India Club,Indian Restaurant,51.51162216145529,-0.11854926509938406,1765
City of London,51.52050000000003,-0.09742999999997437,New Delis London,Indian Restaurant,51.521639,-0.113552,1123
City of London,51.52050000000003,-0.09742999999997437,Dil Chad,Indian Restaurant,51.518094668269605,-0.07857112073400885,1333
City of London,51.52050000000003,-0.09742999999997437,Curry Leaf East,Indian Restaurant,51.52235,-0.08738,725
City of London,51.52050000000003,-0.09742999999997437,Cinnamon Kitchen,Indian Restaurant,51.51700322691418,-0.07848810502139172,1368
City of London,51.52050000000003,-0.09742999999997437,Masala Zone,Indian Restaurant,51.53666912028257,-0.10348129528196912,1848
City of London,51.52050000000003,-0.09742999999997437,Dosa World,South Indian Restaurant,51.520245,-0.07135816,1806
City of London,51.52050000000003,-0.09742999999997437,Shoreditch Stop,Indian Restaurant,51.52465935269137,-0.08086882499238611,1237
City of London,51.52050000000003,-0.09742999999997437,Motijheel,Indian Restaurant,51.52505048140947,-0.12514519501379587,1985
City of London,51.52050000000003,-0.09742999999997437,Halal Restaurant,Indian Restaurant,51.513429,-0.071699,1948
City of London,51.52050000000003,-0.09742999999997437,Khushbu Grill House,Indian Restaurant,51.51617375951453,-0.069602191963501,1986
City of London,51.52050000000003,-0.09742999999997437,The Rajasthan 2,Indian Restaurant,51.51258403803977,-0.07604366158643386,1723
City of London,51.52050000000003,-0.09742999999997437,Brick Lane Brasserie,Indian Restaurant,51.51985759,-0.07194763,1766
City of London,51.52050000000003,-0.09742999999997437,Baba G's Bhangra Burger,Indian Restaurant,51.519511,-0.084492,902
City of London,51.52050000000003,-0.09742999999997437,Monsoon,Indian Restaurant,51.5190653744873,-0.07164556149937591,1793
City of London,51.52050000000003,-0.09742999999997437,Royals Indian Cuisine,Indian Restaurant,51.51391986616573,-0.123601652420733,1955
City of London,51.52050000000003,-0.09742999999997437,Muhib Indian Restaurant,Indian Restaurant,51.520103216263706,-0.07185820492153053,1771
City of London,51.52050000000003,-0.09742999999997437,The Chambeli,Indian Restaurant,51.5211475619058,-0.12348651448791759,1806
City of London,51.52050000000003,-0.09742999999997437,Cafe Bangla,Indian Restaurant,51.52041012294455,-0.07189107750024687,1769
City of London,51.52050000000003,-0.09742999999997437,Rajasthan,Indian Restaurant,51.5093491165096,-0.08422412572575749,1541
City of London,51.52050000000003,-0.09742999999997437,Bengal Cuisine,Indian Restaurant,51.51778726904104,-0.07087379938174482,1864
City of London,51.52050000000003,-0.09742999999997437,Masala,Indian Restaurant,51.519362461846924,-0.0716826998187875,1787
City of London,51.52050000000003,-0.09742999999997437,Sheba,Indian Restaurant,51.52067269417997,-0.07184602102517645,1772
City of London,51.52050000000003,-0.09742999999997437,Barbican Express Global Food,Indian Restaurant,51.52277159024728,-0.09272116009302346,412
City of London,51.52050000000003,-0.09742999999997437,The Famous Moonlight,Indian Restaurant,51.51745078192526,-0.07073873016045437,1879
City of London,51.52050000000003,-0.09742999999997437,Angel Curry Centre,Indian Restaurant,51.53343044746863,-0.11035998149485579,1695
City of London,51.52050000000003,-0.09742999999997437,Tandoori Nights,Indian Restaurant,51.5151400110005,-0.121660094999584,1781
City of London,51.52050000000003,-0.09742999999997437,Euro Tandoori,Indian Restaurant,51.530474196408704,-0.12146713008958122,2001
City of London,51.52050000000003,-0.09742999999997437,City Spice,Indian Restaurant,51.520769718944095,-0.07181953304820604,1774
City of London,51.52050000000003,-0.09742999999997437,Tiffinbites,Indian Restaurant,51.514460674367015,-0.09237793727504423,757
City of London,51.52050000000003,-0.09742999999997437,Bengal Tiger,Indian Restaurant,51.51334938840261,-0.10205978566237309,858
City of London,51.52050000000003,-0.09742999999997437,Anokha,Indian Restaurant,51.51293362734126,-0.10143404297220034,886
City of London,51.52050000000003,-0.09742999999997437,Rajasthan III,Indian Restaurant,51.51515339313363,-0.07845236379597773,1443
City of London,51.52050000000003,-0.09742999999997437,Gulshan,Indian Restaurant,51.525491620000004,-0.10993968333333333,1029
City of London,51.52050000000003,-0.09742999999997437,Temple Bar Indian,Indian Restaurant,51.51464080810547,-0.10931599885225296,1050
City of London,51.52050000000003,-0.09742999999997437,Walla Walla,Indian Restaurant,51.51712163297419,-0.08293552963727248,1072
City of London,51.52050000000003,-0.09742999999997437,Eastern Eye Balti House,Indian Restaurant,51.51971968760394,-0.07182657715126523,1775
City of London,51.52050000000003,-0.09742999999997437,Zest,Indian Restaurant,51.513842,-0.110063,1146
City of London,51.52050000000003,-0.09742999999997437,Naan Wrap,Indian Restaurant,51.519907,-0.075229,1539
City of London,51.52050000000003,-0.09742999999997437,Sripur,Indian Restaurant,51.50981871284246,-0.08072265952887196,1659
City of London,51.52050000000003,-0.09742999999997437,Chutney Raj,Indian Restaurant,51.52432620431288,-0.11558943308436924,1327
City of London,51.52050000000003,-0.09742999999997437,Bhatti,Indian Restaurant,51.514970045576646,-0.12168860688874682,1789
City of London,51.52050000000003,-0.09742999999997437,Shoreditch Offlicence,Indian Restaurant,51.524624774902726,-0.08070663226468211,1246
City of London,51.52050000000003,-0.09742999999997437,Jasmine,Indian Restaurant,51.520448,-0.071815,1774
City of London,51.52050000000003,-0.09742999999997437,Little India,Indian Restaurant,51.52439154341821,-0.11605976293031722,1361
City of London,51.52050000000003,-0.09742999999997437,Truly Indian Restaurant,Indian Restaurant,51.50399383652888,-0.0911369152466808,1888
City of London,51.52050000000003,-0.09742999999997437,Spice Trader,Indian Restaurant,51.51103847345543,-0.08399595276101574,1405
City of London,51.52050000000003,-0.09742999999997437,tandoori raj,Indian Restaurant,51.518927,-0.116736,1348
City of London,51.52050000000003,-0.09742999999997437,PREEM Balti House,Indian Restaurant,51.520274580248675,-0.07188169967534777,1769
City of London,51.52050000000003,-0.09742999999997437,indi-go @ Rich Mix,Indian Restaurant,51.524333480225415,-0.07295592162554033,1748
City of London,51.52050000000003,-0.09742999999997437,Zabardast,Indian Restaurant,51.506492,-0.103502,1615
City of London,51.52050000000003,-0.09742999999997437,Aladin,Indian Restaurant,51.520517524402074,-0.07187673749463368,1769
City of London,51.52050000000003,-0.09742999999997437,Shapur Indian Restaurant,Indian Restaurant,51.51150689149121,-0.11841416358947753,1765
City of London,51.52050000000003,-0.09742999999997437,Cinnamon,Indian Restaurant,51.520644206040025,-0.0718283432982353,1773
City of London,51.52050000000003,-0.09742999999997437,Brasserie House of Spice,Indian Restaurant,51.519903869728076,-0.07182071096378748,1775
City of London,51.52050000000003,-0.09742999999997437,Mango,Indian Restaurant,51.519464453911716,-0.07168048123604447,1787
City of London,51.52050000000003,-0.09742999999997437,Rajmahal Sweets,Indian Restaurant,51.51914651479899,-0.07164416711269289,1792
City of London,51.52050000000003,-0.09742999999997437,Café Raj,Indian Restaurant,51.520319,-0.07149,1796
City of London,51.52050000000003,-0.09742999999997437,Al Badar,Indian Restaurant,51.51843912608019,-0.07142345340912995,1815
City of London,51.52050000000003,-0.09742999999997437,Amar Gaon,Indian Restaurant,51.51846398458866,-0.07132668155007685,1822
City of London,51.52050000000003,-0.09742999999997437,Bengal Village,Indian Restaurant,51.520176596198326,-0.07185537247934,1771
City of London,51.52050000000003,-0.09742999999997437,Shaad Grill,Indian Restaurant,51.517818,-0.071045,1851
City of London,51.52050000000003,-0.09742999999997437,Taj Stores,Grocery Store,51.5199792459552,-0.07186499898637193,1771
City of London,51.52050000000003,-0.09742999999997437,Sonargaon,Indian Restaurant,51.51710928398365,-0.07034844253573103,1913
City of London,51.52050000000003,-0.09742999999997437,Wrapchic,Indian Restaurant,51.509722,-0.079925,1705
City of London,51.52050000000003,-0.09742999999997437,Shahi Karahi,Indian Restaurant,51.51683823694888,-0.07009611111097686,1936
City of London,51.52050000000003,-0.09742999999997437,Kasturi Restaurant - Aldgate,Indian Restaurant,51.51423884818509,-0.07478084862462919,1716
City of London,51.52050000000003,-0.09742999999997437,indi go,Indian Restaurant,51.51981852911091,-0.075130090540654,1546
City of London,51.52050000000003,-0.09742999999997437,Preem and Prithi,Indian Restaurant,51.520223561458366,-0.07186976761204208,1770
City of London,51.52050000000003,-0.09742999999997437,Italian Kitchen,Indian Restaurant,51.51713783370833,-0.1254220863226059,1974
City of London,51.52050000000003,-0.09742999999997437,Papadoms,Indian Restaurant,51.51951671373982,-0.07159006791171536,1793
City of London,51.52050000000003,-0.09742999999997437,Curry Capital,Indian Restaurant,51.52418277978318,-0.07154819370839263,1838
City of London,51.52050000000003,-0.09742999999997437,Saffron Restaurant,Indian Restaurant,51.518924999999996,-0.071766,1786
City of London,51.52050000000003,-0.09742999999997437,Silka Restaurant,Indian Restaurant,51.50505974866809,-0.08992411289341273,1795
City of London,51.52050000000003,-0.09742999999997437,Mumbai Square,Indian Restaurant,51.51564252962187,-0.07593180097504235,1584
City of London,51.52050000000003,-0.09742999999997437,Taberna Etrusca,Italian Restaurant,51.51353818044049,-0.0936510179938627,817
City of London,51.52050000000003,-0.09742999999997437,Refettorio,Italian Restaurant,51.51230495708719,-0.10435897073112149,1030
City of London,51.52050000000003,-0.09742999999997437,Subway,Sandwich Place,51.524215470068675,-0.08768585795189665,791
City of London,51.52050000000003,-0.09742999999997437,Dirty Martini,Cocktail Bar,51.51223166678957,-0.12202420743502979,1936
City of London,51.52050000000003,-0.09742999999997437,Cafe Chutney,Café,51.51191797354961,-0.12246874964558901,1980
City of London,51.52050000000003,-0.09742999999997437,Little Kolkata,North Indian Restaurant,51.514363,-0.124064,1967
City of London,51.52050000000003,-0.09742999999997437,Gunpowder,Indian Restaurant,51.518436325253475,-0.0747323376373174,1588
City of London,51.52050000000003,-0.09742999999997437,Brigadiers,Indian Restaurant,51.51272137300544,-0.09192158012225396,946
City of London,51.52050000000003,-0.09742999999997437,Delhi Grill,Indian Restaurant,51.53347641442077,-0.10925027894733465,1660
City of London,51.52050000000003,-0.09742999999997437,indi go,Indian Restaurant,51.51981852911091,-0.075130090540654,1546
City of London,51.52050000000003,-0.09742999999997437,raj mahal (shoreditch edition),Indian Chinese Restaurant,51.528003,-0.076075,1698
City of London,51.52050000000003,-0.09742999999997437,Barbarian,Indian Chinese Restaurant,51.519728,-0.075437,1525
City of London,51.52050000000003,-0.09742999999997437,Hanbury Chinese Restaurant,Chinese Restaurant,51.520213844116185,-0.0720139554370225,1760
City of London,51.52050000000003,-0.09742999999997437,Masala Zone,Indian Restaurant,51.51325264866744,-0.1229220815626003,1941
City of London,51.52050000000003,-0.09742999999997437,Muhib Indian Restaurant,Indian Restaurant,51.520103216263706,-0.07185820492153053,1771
City of London,51.52050000000003,-0.09742999999997437,Subway,Sandwich Place,51.52496435516739,-0.08095988364402729,1244
